"CSID","CaseMasterID","csdate","cstype","PolicePersonID"
"11820","20980","2025-01-15T04:03:00.000Z","A","1680"
"11821","20982","2025-03-26T17:17:00.000Z","A","1682"
"11822","20983","2025-06-15T15:44:00.000Z","A","1683"
"11823","20984","2026-06-04T16:43:00.000Z","A","1684"
"11824","20985","2025-07-28T17:00:00.000Z","A","1685"
"11825","20988","2025-08-04T09:26:00.000Z","A","1688"
"11826","20989","2026-03-05T04:34:00.000Z","A","1689"
"11827","20990","2024-04-27T10:06:00.000Z","C","1690"
"11828","20993","2024-07-15T08:51:00.000Z","A","1693"
"11829","20994","2025-08-31T07:52:00.000Z","A","1694"
"11830","20995","2026-05-22T10:44:00.000Z","A","1695"
"11831","20996","2025-02-14T11:47:00.000Z","A","1696"
"11832","20999","2026-04-06T11:05:00.000Z","A","1699"
"11833","21000","2026-04-29T14:11:00.000Z","A","1000"
"11834","21001","2024-08-11T02:21:00.000Z","A","1001"
"11835","21002","2024-12-29T17:48:00.000Z","A","1002"
"11836","21004","2025-04-23T02:06:00.000Z","A","1004"
"11837","21005","2027-01-13T04:52:00.000Z","C","1005"
"11838","21006","2024-06-07T07:18:00.000Z","A","1006"
"11839","21007","2027-01-23T17:02:00.000Z","C","1007"
"11840","21008","2024-06-21T23:37:00.000Z","A","1008"
"11841","21012","2026-10-07T18:28:00.000Z","A","1012"
"11842","21014","2024-06-05T07:56:00.000Z","A","1014"
"11843","21018","2024-10-22T01:28:00.000Z","C","1018"
"11844","21020","2026-09-09T05:39:00.000Z","C","1020"
"11845","21021","2025-12-15T21:16:00.000Z","A","1021"
"11846","21022","2026-12-01T02:29:00.000Z","A","1022"
"11847","21023","2024-06-26T14:46:00.000Z","A","1023"
"11848","21024","2024-08-14T20:45:00.000Z","C","1024"
"11849","21025","2025-01-17T04:48:00.000Z","A","1025"
"11850","21027","2025-08-05T01:43:00.000Z","A","1027"
"11851","21028","2024-06-11T14:00:00.000Z","A","1028"
"11852","21029","2027-01-20T22:26:00.000Z","C","1029"
"11853","21031","2025-08-04T02:03:00.000Z","A","1031"
"11854","21032","2024-12-08T16:14:00.000Z","C","1032"
"11855","21033","2025-09-10T23:03:00.000Z","A","1033"
"11856","21035","2024-08-17T01:11:00.000Z","A","1035"
"11857","21039","2024-07-25T06:42:00.000Z","A","1039"
"11858","21044","2024-08-04T20:10:00.000Z","A","1044"
"11859","21046","2026-08-31T09:25:00.000Z","A","1046"
"11860","21050","2024-12-09T23:20:00.000Z","A","1050"
"11861","21051","2026-01-03T03:39:00.000Z","A","1051"
"11862","21052","2025-07-01T01:03:00.000Z","A","1052"
"11863","21053","2025-12-30T13:24:00.000Z","A","1053"
"11864","21054","2025-01-31T11:08:00.000Z","A","1054"
"11865","21058","2026-08-16T23:17:00.000Z","A","1058"
"11866","21059","2026-02-01T16:26:00.000Z","C","1059"
"11867","21061","2025-05-22T04:55:00.000Z","C","1061"
"11868","21062","2024-02-03T11:51:00.000Z","C","1062"
"11869","21065","2025-09-19T09:17:00.000Z","A","1065"
"11870","21067","2026-09-26T19:40:00.000Z","C","1067"
"11871","21069","2026-11-06T06:43:00.000Z","C","1069"
"11872","21071","2025-12-13T04:57:00.000Z","A","1071"
"11873","21073","2025-10-03T02:57:00.000Z","A","1073"
"11874","21076","2026-01-29T08:03:00.000Z","A","1076"
"11875","21078","2026-01-04T03:09:00.000Z","A","1078"
"11876","21080","2025-04-28T14:04:00.000Z","C","1080"
"11877","21081","2025-05-31T05:48:00.000Z","A","1081"
"11878","21084","2024-02-11T18:50:00.000Z","A","1084"
"11879","21085","2027-03-16T18:04:00.000Z","A","1085"
"11880","21087","2026-12-28T00:41:00.000Z","A","1087"
"11881","21090","2025-09-20T20:26:00.000Z","A","1090"
"11882","21091","2026-01-03T06:42:00.000Z","C","1091"
"11883","21092","2024-02-21T07:36:00.000Z","C","1092"
"11884","21096","2026-04-25T00:00:00.000Z","A","1096"
"11885","21103","2027-03-08T15:17:00.000Z","A","1103"
"11886","21105","2026-05-07T18:15:00.000Z","A","1105"
"11887","21106","2024-11-05T14:28:00.000Z","C","1106"
"11888","21108","2026-08-08T06:19:00.000Z","A","1108"
"11889","21109","2025-11-15T23:27:00.000Z","C","1109"
"11890","21110","2026-02-22T18:34:00.000Z","A","1110"
"11891","21111","2026-03-18T07:16:00.000Z","C","1111"
"11892","21113","2025-11-08T22:32:00.000Z","A","1113"
"11893","21114","2025-10-14T16:04:00.000Z","A","1114"
"11894","21115","2024-12-19T21:54:00.000Z","A","1115"
"11895","21116","2024-09-05T22:23:00.000Z","A","1116"
"11896","21117","2024-06-25T02:50:00.000Z","A","1117"
"11897","21118","2024-06-07T21:43:00.000Z","A","1118"
"11898","21119","2026-08-23T17:43:00.000Z","A","1119"
"11899","21120","2024-12-27T15:04:00.000Z","A","1120"
"11900","21121","2025-06-17T02:18:00.000Z","A","1121"
"11901","21122","2024-10-28T15:06:00.000Z","A","1122"
"11902","21126","2025-03-01T07:00:00.000Z","A","1126"
"11903","21127","2024-04-13T21:24:00.000Z","C","1127"
"11904","21128","2026-09-14T05:54:00.000Z","A","1128"
"11905","21129","2026-03-31T21:52:00.000Z","A","1129"
"11906","21130","2026-01-21T22:58:00.000Z","A","1130"
"11907","21131","2026-01-20T04:50:00.000Z","A","1131"
"11908","21136","2024-11-11T03:57:00.000Z","C","1136"
"11909","21137","2025-07-28T04:50:00.000Z","A","1137"
"11910","21138","2026-09-29T17:48:00.000Z","C","1138"
"11911","21140","2026-03-23T13:35:00.000Z","A","1140"
"11912","21142","2024-09-30T16:40:00.000Z","A","1142"
"11913","21146","2024-08-08T01:29:00.000Z","A","1146"
"11914","21148","2026-03-04T15:38:00.000Z","A","1148"
"11915","21149","2026-03-27T00:41:00.000Z","A","1149"
"11916","21151","2026-12-23T04:07:00.000Z","A","1151"
"11917","21152","2024-09-27T16:04:00.000Z","C","1152"
"11918","21153","2025-02-13T08:37:00.000Z","A","1153"
"11919","21154","2025-03-07T22:08:00.000Z","A","1154"
"11920","21156","2026-12-20T14:14:00.000Z","A","1156"
"11921","21157","2026-10-25T23:56:00.000Z","A","1157"
"11922","21161","2026-05-31T00:36:00.000Z","C","1161"
"11923","21163","2025-09-06T05:48:00.000Z","A","1163"
"11924","21169","2025-01-07T10:31:00.000Z","A","1169"
"11925","21170","2024-11-14T11:59:00.000Z","A","1170"
"11926","21174","2024-11-30T23:44:00.000Z","A","1174"
"11927","21176","2025-10-03T09:12:00.000Z","A","1176"
"11928","21177","2025-10-14T04:34:00.000Z","A","1177"
"11929","21180","2024-12-24T13:45:00.000Z","A","1180"
"11930","21181","2027-01-30T10:18:00.000Z","A","1181"
"11931","21188","2024-02-14T02:11:00.000Z","A","1188"
"11932","21190","2026-06-10T14:39:00.000Z","A","1190"
"11933","21194","2025-05-12T16:30:00.000Z","A","1194"
"11934","21201","2026-01-26T03:15:00.000Z","A","1201"
"11935","21203","2026-04-06T11:49:00.000Z","C","1203"
"11936","21206","2025-09-05T01:12:00.000Z","A","1206"
"11937","21207","2025-07-18T21:34:00.000Z","A","1207"
"11938","21209","2025-04-21T07:52:00.000Z","C","1209"
"11939","21210","2025-04-17T02:09:00.000Z","A","1210"
"11940","21211","2025-04-01T10:03:00.000Z","A","1211"
"11941","21213","2025-10-21T22:00:00.000Z","A","1213"
"11942","21215","2025-06-17T21:14:00.000Z","A","1215"
"11943","21216","2026-10-13T15:43:00.000Z","C","1216"
"11944","21217","2025-03-05T05:36:00.000Z","A","1217"
"11945","21218","2026-03-18T07:20:00.000Z","A","1218"
"11946","21222","2025-07-07T13:29:00.000Z","A","1222"
"11947","21223","2026-06-17T00:44:00.000Z","A","1223"
"11948","21224","2026-10-18T21:53:00.000Z","A","1224"
"11949","21231","2024-04-17T17:47:00.000Z","C","1231"
"11950","21234","2024-06-26T23:31:00.000Z","A","1234"
"11951","21235","2027-01-13T16:24:00.000Z","A","1235"
"11952","21236","2025-08-30T01:54:00.000Z","A","1236"
"11953","21240","2024-03-11T20:20:00.000Z","A","1240"
"11954","21241","2026-07-04T06:52:00.000Z","A","1241"
"11955","21242","2026-06-05T04:55:00.000Z","A","1242"
"11956","21244","2024-12-10T14:28:00.000Z","A","1244"
"11957","21245","2026-01-16T16:08:00.000Z","A","1245"
"11958","21249","2025-12-08T11:58:00.000Z","A","1249"
"11959","21251","2024-12-31T17:21:00.000Z","A","1251"
"11960","21252","2027-01-26T11:27:00.000Z","A","1252"
"11961","21253","2026-08-26T23:16:00.000Z","A","1253"
"11962","21256","2024-05-17T18:35:00.000Z","A","1256"
"11963","21259","2025-10-09T05:15:00.000Z","A","1259"
"11964","21261","2025-11-23T10:35:00.000Z","A","1261"
"11965","21265","2025-07-02T03:15:00.000Z","A","1265"
"11966","21268","2024-10-10T11:24:00.000Z","A","1268"
"11967","21272","2027-01-17T01:07:00.000Z","A","1272"
"11968","21274","2025-06-22T11:31:00.000Z","A","1274"
"11969","21279","2026-11-24T03:27:00.000Z","A","1279"
"11970","21280","2026-03-20T09:23:00.000Z","A","1280"
"11971","21281","2025-02-26T20:51:00.000Z","A","1281"
"11972","21282","2026-02-12T07:26:00.000Z","A","1282"
"11973","21284","2027-01-18T11:41:00.000Z","C","1284"
"11974","21285","2025-04-15T21:34:00.000Z","A","1285"
"11975","21286","2027-02-19T06:35:00.000Z","A","1286"
"11976","21289","2025-01-04T15:52:00.000Z","C","1289"
"11977","21290","2025-06-14T23:06:00.000Z","C","1290"
"11978","21291","2025-06-04T06:34:00.000Z","C","1291"
"11979","21292","2024-02-14T23:56:00.000Z","A","1292"
"11980","21294","2025-04-01T19:34:00.000Z","A","1294"
"11981","21296","2026-01-26T03:22:00.000Z","A","1296"
"11982","21298","2026-08-16T05:38:00.000Z","A","1298"
"11983","21300","2026-04-26T09:49:00.000Z","A","1300"
"11984","21302","2025-01-17T12:10:00.000Z","A","1302"
"11985","21304","2026-05-21T14:06:00.000Z","A","1304"
"11986","21305","2025-07-22T16:17:00.000Z","C","1305"
"11987","21308","2024-02-02T02:05:00.000Z","A","1308"
"11988","21311","2024-07-14T22:52:00.000Z","A","1311"
"11989","21313","2026-03-17T05:14:00.000Z","A","1313"
"11990","21315","2025-12-06T20:11:00.000Z","A","1315"
"11991","21316","2024-09-27T23:10:00.000Z","A","1316"
"11992","21317","2025-07-05T11:15:00.000Z","A","1317"
"11993","21320","2025-05-23T23:30:00.000Z","A","1320"
"11994","21321","2025-12-25T23:59:00.000Z","A","1321"
"11995","21322","2026-05-15T14:38:00.000Z","A","1322"
"11996","21324","2024-08-26T01:36:00.000Z","A","1324"
"11997","21329","2024-12-18T12:51:00.000Z","A","1329"
"11998","21330","2025-02-07T08:56:00.000Z","A","1330"
"11999","21332","2024-06-24T07:13:00.000Z","A","1332"
"12000","21333","2026-11-20T08:35:00.000Z","A","1333"
"12001","21335","2024-08-17T18:32:00.000Z","A","1335"
"12002","21336","2024-10-29T17:47:00.000Z","A","1336"
"12003","21337","2026-01-26T14:34:00.000Z","C","1337"
"12004","21339","2026-11-29T13:06:00.000Z","A","1339"
"12005","21340","2026-05-01T12:04:00.000Z","A","1340"
"12006","21341","2026-01-26T00:39:00.000Z","A","1341"
"12007","21345","2025-10-15T08:41:00.000Z","A","1345"
"12008","21347","2025-09-19T12:15:00.000Z","A","1347"
"12009","21349","2026-09-02T10:56:00.000Z","A","1349"
"12010","21350","2024-04-29T11:11:00.000Z","A","1350"
"12011","21353","2025-01-12T08:38:00.000Z","A","1353"
"12012","21355","2024-11-26T02:43:00.000Z","A","1355"
"12013","21356","2025-07-27T11:11:00.000Z","A","1356"
"12014","21358","2024-08-27T00:21:00.000Z","A","1358"
"12015","21362","2026-05-04T10:15:00.000Z","A","1362"
"12016","21363","2025-04-23T09:49:00.000Z","A","1363"
"12017","21365","2026-10-07T21:16:00.000Z","A","1365"
"12018","21371","2024-09-28T02:23:00.000Z","C","1371"
"12019","21372","2026-04-19T17:10:00.000Z","A","1372"
"12020","21373","2024-05-10T22:38:00.000Z","A","1373"
"12021","21376","2026-12-03T11:18:00.000Z","A","1376"
"12022","21377","2026-09-19T03:12:00.000Z","A","1377"
"12023","21378","2024-12-16T22:35:00.000Z","A","1378"
"12024","21380","2025-05-28T00:58:00.000Z","A","1380"
"12025","21381","2026-02-04T00:17:00.000Z","A","1381"
"12026","21382","2025-06-16T16:38:00.000Z","A","1382"
"12027","21383","2024-10-21T16:56:00.000Z","A","1383"
"12028","21384","2024-05-15T01:39:00.000Z","A","1384"
"12029","21385","2025-02-10T10:08:00.000Z","A","1385"
"12030","21387","2025-08-18T23:29:00.000Z","C","1387"
"12031","21388","2024-12-08T21:31:00.000Z","A","1388"
"12032","21395","2024-10-31T13:32:00.000Z","A","1395"
"12033","21396","2025-01-19T17:47:00.000Z","C","1396"
"12034","21398","2024-03-19T17:11:00.000Z","A","1398"
"12035","21401","2026-11-18T14:05:00.000Z","A","1401"
"12036","21403","2026-12-06T17:04:00.000Z","A","1403"
"12037","21405","2026-12-10T18:31:00.000Z","A","1405"
"12038","21406","2027-01-08T05:06:00.000Z","A","1406"
"12039","21409","2026-05-22T12:15:00.000Z","A","1409"
"12040","21411","2024-11-20T10:07:00.000Z","A","1411"
"12041","21414","2025-09-23T06:16:00.000Z","A","1414"
"12042","21415","2025-12-27T00:45:00.000Z","A","1415"
"12043","21417","2025-08-07T10:32:00.000Z","A","1417"
"12044","21419","2027-02-08T22:57:00.000Z","A","1419"
"12045","21421","2024-03-31T14:52:00.000Z","A","1421"
"12046","21422","2026-09-01T22:19:00.000Z","A","1422"
"12047","21423","2025-03-12T00:52:00.000Z","A","1423"
"12048","21426","2026-06-22T13:10:00.000Z","A","1426"
"12049","21427","2025-05-20T04:27:00.000Z","A","1427"
"12050","21436","2024-11-18T14:16:00.000Z","A","1436"
"12051","21437","2024-11-24T09:13:00.000Z","A","1437"
"12052","21439","2025-01-11T07:15:00.000Z","A","1439"
"12053","21440","2024-08-05T06:19:00.000Z","A","1440"
"12054","21441","2026-07-02T14:30:00.000Z","A","1441"
"12055","21443","2026-03-18T13:03:00.000Z","C","1443"
"12056","21444","2026-05-23T13:15:00.000Z","A","1444"
"12057","21445","2027-02-06T11:43:00.000Z","A","1445"
"12058","21446","2026-11-25T02:38:00.000Z","A","1446"
"12059","21448","2024-03-23T23:31:00.000Z","C","1448"
"12060","21449","2027-02-21T16:05:00.000Z","A","1449"
"12061","21451","2024-12-11T09:52:00.000Z","A","1451"
"12062","21454","2026-02-03T16:24:00.000Z","A","1454"
"12063","21455","2026-11-07T04:53:00.000Z","A","1455"
"12064","21458","2026-04-06T22:20:00.000Z","A","1458"
"12065","21460","2024-11-27T08:16:00.000Z","A","1460"
"12066","21462","2025-10-12T21:34:00.000Z","A","1462"
"12067","21464","2025-04-26T18:52:00.000Z","A","1464"
"12068","21465","2024-05-19T19:05:00.000Z","A","1465"
"12069","21467","2026-01-27T15:15:00.000Z","A","1467"
"12070","21469","2025-06-22T18:15:00.000Z","A","1469"
"12071","21471","2026-05-29T22:57:00.000Z","A","1471"
"12072","21472","2025-08-20T20:04:00.000Z","C","1472"
"12073","21473","2024-07-21T00:56:00.000Z","A","1473"
"12074","21474","2024-06-01T10:20:00.000Z","A","1474"
"12075","21475","2025-12-03T11:26:00.000Z","A","1475"
"12076","21478","2026-12-13T10:36:00.000Z","A","1478"
"12077","21479","2026-09-14T18:04:00.000Z","A","1479"
"12078","21481","2025-02-11T15:46:00.000Z","A","1481"
"12079","21484","2026-10-30T19:23:00.000Z","A","1484"
"12080","21485","2025-12-27T07:30:00.000Z","A","1485"
"12081","21488","2025-09-26T15:00:00.000Z","A","1488"
"12082","21489","2025-04-20T10:06:00.000Z","A","1489"
"12083","21490","2024-08-12T07:06:00.000Z","A","1490"
"12084","21491","2026-11-22T16:39:00.000Z","C","1491"
"12085","21495","2024-07-24T01:23:00.000Z","A","1495"
"12086","21496","2027-01-02T00:10:00.000Z","A","1496"
"12087","21500","2024-06-18T13:58:00.000Z","A","1500"
"12088","21505","2025-10-28T08:28:00.000Z","A","1505"
"12089","21506","2025-10-21T23:09:00.000Z","A","1506"
"12090","21509","2025-08-04T03:35:00.000Z","A","1509"
"12091","21510","2025-02-01T17:06:00.000Z","A","1510"
"12092","21511","2024-12-09T14:22:00.000Z","A","1511"
"12093","21513","2026-07-27T11:35:00.000Z","C","1513"
"12094","21514","2025-12-29T10:43:00.000Z","A","1514"
"12095","21516","2025-04-26T05:33:00.000Z","A","1516"
"12096","21517","2025-12-21T01:01:00.000Z","A","1517"
"12097","21518","2026-11-11T19:03:00.000Z","A","1518"
"12098","21519","2024-10-03T11:13:00.000Z","C","1519"
"12099","21520","2024-03-21T19:12:00.000Z","A","1520"
"12100","21521","2025-07-10T18:01:00.000Z","A","1521"
"12101","21522","2024-09-29T01:22:00.000Z","C","1522"
"12102","21524","2024-10-08T10:29:00.000Z","A","1524"
"12103","21525","2027-02-10T17:22:00.000Z","A","1525"
"12104","21526","2024-10-24T21:19:00.000Z","A","1526"
"12105","21527","2025-02-28T13:55:00.000Z","A","1527"
"12106","21529","2025-05-24T05:50:00.000Z","A","1529"
"12107","21530","2026-11-29T00:21:00.000Z","A","1530"
"12108","21536","2026-09-18T17:57:00.000Z","A","1536"
"12109","21539","2024-08-22T15:01:00.000Z","A","1539"
"12110","21540","2025-09-08T06:44:00.000Z","C","1540"
"12111","21541","2027-01-16T07:02:00.000Z","A","1541"
"12112","21542","2026-03-15T03:46:00.000Z","A","1542"
"12113","21543","2026-03-26T19:16:00.000Z","A","1543"
"12114","21544","2024-07-10T08:03:00.000Z","A","1544"
"12115","21545","2026-03-31T09:34:00.000Z","A","1545"
"12116","21547","2026-06-20T13:17:00.000Z","A","1547"
"12117","21549","2024-08-24T21:49:00.000Z","A","1549"
"12118","21550","2024-03-07T06:58:00.000Z","C","1550"
"12119","21552","2025-01-15T13:44:00.000Z","A","1552"
"12120","21555","2026-07-16T15:33:00.000Z","C","1555"
"12121","21556","2024-12-13T23:07:00.000Z","A","1556"
"12122","21557","2027-02-12T07:04:00.000Z","A","1557"
"12123","21559","2024-07-29T22:17:00.000Z","A","1559"
"12124","21562","2025-03-04T17:57:00.000Z","A","1562"
"12125","21563","2024-06-07T21:29:00.000Z","A","1563"
"12126","21565","2025-04-03T04:49:00.000Z","A","1565"
"12127","21569","2026-03-02T01:11:00.000Z","A","1569"
"12128","21571","2026-02-17T01:30:00.000Z","A","1571"
"12129","21573","2026-09-22T19:32:00.000Z","A","1573"
"12130","21574","2026-04-15T03:41:00.000Z","A","1574"
"12131","21576","2026-12-19T23:29:00.000Z","A","1576"
"12132","21577","2025-06-25T23:56:00.000Z","C","1577"
"12133","21578","2025-08-11T12:29:00.000Z","A","1578"
"12134","21579","2026-03-31T04:45:00.000Z","A","1579"
"12135","21584","2025-03-31T11:30:00.000Z","C","1584"
"12136","21585","2025-04-01T04:00:00.000Z","A","1585"
"12137","21588","2025-12-19T02:56:00.000Z","A","1588"
"12138","21589","2024-03-11T22:25:00.000Z","A","1589"
"12139","21591","2025-04-03T05:05:00.000Z","C","1591"
"12140","21593","2026-12-17T14:06:00.000Z","A","1593"
"12141","21597","2025-01-05T00:56:00.000Z","C","1597"
"12142","21599","2025-04-25T11:48:00.000Z","C","1599"
"12143","21600","2026-09-28T16:13:00.000Z","A","1600"
"12144","21601","2026-05-10T05:18:00.000Z","A","1601"
"12145","21602","2025-10-31T05:47:00.000Z","A","1602"
"12146","21605","2026-07-09T21:00:00.000Z","C","1605"
"12147","21607","2024-07-15T11:53:00.000Z","A","1607"
"12148","21608","2025-09-11T01:55:00.000Z","A","1608"
"12149","21609","2026-10-11T17:14:00.000Z","A","1609"
"12150","21610","2026-08-24T19:31:00.000Z","C","1610"
"12151","21612","2025-09-05T09:11:00.000Z","C","1612"
"12152","21613","2026-04-18T23:04:00.000Z","A","1613"
"12153","21614","2024-07-15T21:02:00.000Z","A","1614"
"12154","21615","2026-10-17T07:32:00.000Z","A","1615"
"12155","21616","2025-04-06T16:53:00.000Z","A","1616"
"12156","21617","2024-09-17T03:52:00.000Z","C","1617"
"12157","21618","2026-07-24T05:35:00.000Z","A","1618"
"12158","21619","2026-10-11T16:57:00.000Z","C","1619"
"12159","21620","2026-02-01T02:10:00.000Z","C","1620"
"12160","21623","2025-02-12T22:44:00.000Z","A","1623"
"12161","21624","2025-07-21T05:45:00.000Z","A","1624"
"12162","21626","2024-03-07T07:19:00.000Z","A","1626"
"12163","21627","2024-08-23T08:50:00.000Z","A","1627"
"12164","21630","2025-03-12T07:04:00.000Z","A","1630"
"12165","21631","2026-12-20T16:54:00.000Z","A","1631"
"12166","21633","2024-12-29T23:08:00.000Z","A","1633"
"12167","21636","2026-11-28T07:01:00.000Z","A","1636"
"12168","21637","2024-03-14T02:36:00.000Z","C","1637"
"12169","21641","2024-03-30T11:50:00.000Z","A","1641"
"12170","21643","2025-01-23T21:20:00.000Z","A","1643"
"12171","21646","2025-07-04T08:58:00.000Z","A","1646"
"12172","21648","2026-02-24T18:04:00.000Z","A","1648"
"12173","21649","2024-04-08T09:44:00.000Z","C","1649"
"12174","21650","2024-05-19T22:05:00.000Z","C","1650"
"12175","21652","2026-07-28T01:19:00.000Z","A","1652"
"12176","21655","2024-12-28T07:05:00.000Z","C","1655"
"12177","21657","2025-09-06T20:31:00.000Z","A","1657"
"12178","21658","2025-07-16T21:30:00.000Z","A","1658"
"12179","21660","2026-12-13T06:27:00.000Z","A","1660"
"12180","21662","2025-06-10T23:20:00.000Z","A","1662"
"12181","21664","2024-09-15T17:13:00.000Z","A","1664"
"12182","21666","2025-04-04T19:50:00.000Z","A","1666"
"12183","21667","2026-02-08T00:05:00.000Z","A","1667"
"12184","21668","2027-02-03T02:57:00.000Z","A","1668"
"12185","21670","2026-03-14T20:03:00.000Z","C","1670"
"12186","21671","2026-06-03T14:50:00.000Z","A","1671"
"12187","21674","2025-11-17T09:27:00.000Z","A","1674"
"12188","21679","2024-12-11T23:55:00.000Z","A","1679"
"12189","21681","2026-09-29T19:10:00.000Z","A","1681"
"12190","21682","2026-01-23T03:26:00.000Z","A","1682"
"12191","21684","2026-08-24T07:13:00.000Z","A","1684"
"12192","21688","2025-06-08T01:53:00.000Z","A","1688"
"12193","21689","2026-01-27T23:51:00.000Z","C","1689"
"12194","21691","2026-05-05T23:07:00.000Z","A","1691"
"12195","21692","2024-07-20T14:49:00.000Z","A","1692"
"12196","21695","2026-03-27T10:06:00.000Z","A","1695"
"12197","21696","2026-01-07T19:53:00.000Z","A","1696"
"12198","21697","2024-10-25T11:31:00.000Z","A","1697"
"12199","21698","2026-04-17T01:15:00.000Z","A","1698"
"12200","21699","2024-06-02T12:03:00.000Z","A","1699"
"12201","21700","2024-09-16T15:40:00.000Z","A","1000"
"12202","21701","2024-12-04T12:03:00.000Z","C","1001"
"12203","21704","2025-12-07T20:02:00.000Z","C","1004"
"12204","21708","2024-08-29T09:31:00.000Z","C","1008"
"12205","21711","2026-07-17T06:40:00.000Z","A","1011"
"12206","21712","2025-04-27T11:49:00.000Z","A","1012"
"12207","21713","2026-01-26T07:24:00.000Z","A","1013"
"12208","21715","2024-06-11T07:21:00.000Z","A","1015"
"12209","21716","2024-07-04T06:58:00.000Z","C","1016"
"12210","21717","2025-03-21T23:15:00.000Z","C","1017"
"12211","21719","2024-09-25T07:41:00.000Z","A","1019"
"12212","21720","2027-01-24T14:38:00.000Z","C","1020"
"12213","21722","2024-10-15T09:03:00.000Z","A","1022"
"12214","21723","2024-06-23T00:07:00.000Z","A","1023"
"12215","21724","2026-01-21T15:02:00.000Z","A","1024"
"12216","21725","2026-01-16T06:03:00.000Z","A","1025"
"12217","21726","2025-11-02T16:40:00.000Z","A","1026"
"12218","21728","2027-01-01T12:40:00.000Z","A","1028"
"12219","21729","2024-12-02T02:03:00.000Z","A","1029"
"12220","21730","2024-08-12T18:17:00.000Z","A","1030"
"12221","21733","2024-10-15T14:37:00.000Z","A","1033"
"12222","21734","2024-03-13T11:29:00.000Z","A","1034"
"12223","21735","2024-02-20T04:29:00.000Z","A","1035"
"12224","21736","2024-05-17T21:52:00.000Z","A","1036"
"12225","21737","2024-09-16T03:15:00.000Z","A","1037"
"12226","21739","2025-01-13T05:01:00.000Z","A","1039"
"12227","21741","2025-05-23T13:33:00.000Z","C","1041"
"12228","21742","2024-07-11T00:54:00.000Z","A","1042"
"12229","21745","2026-05-07T20:28:00.000Z","A","1045"
"12230","21749","2025-09-19T05:25:00.000Z","A","1049"
"12231","21750","2024-09-19T21:18:00.000Z","A","1050"
"12232","21754","2025-06-25T07:36:00.000Z","A","1054"
"12233","21756","2025-05-07T13:03:00.000Z","C","1056"
"12234","21757","2024-03-29T17:57:00.000Z","A","1057"
"12235","21759","2026-07-17T16:35:00.000Z","C","1059"
"12236","21764","2026-09-24T13:55:00.000Z","A","1064"
"12237","21767","2026-10-25T17:28:00.000Z","A","1067"
"12238","21768","2025-09-15T12:09:00.000Z","C","1068"
"12239","21771","2026-05-27T18:08:00.000Z","A","1071"
"12240","21772","2026-10-12T17:35:00.000Z","A","1072"
"12241","21773","2025-01-12T14:02:00.000Z","A","1073"
"12242","21774","2024-03-31T11:39:00.000Z","A","1074"
"12243","21775","2025-12-27T17:10:00.000Z","A","1075"
"12244","21777","2025-12-18T21:36:00.000Z","A","1077"
"12245","21779","2025-01-18T11:13:00.000Z","A","1079"
"12246","21781","2024-07-12T19:16:00.000Z","A","1081"
"12247","21783","2026-06-20T08:23:00.000Z","A","1083"
"12248","21784","2025-06-06T00:47:00.000Z","A","1084"
"12249","21786","2026-04-22T08:51:00.000Z","C","1086"
"12250","21787","2025-03-25T09:35:00.000Z","A","1087"
"12251","21789","2025-08-24T08:00:00.000Z","A","1089"
"12252","21790","2025-11-18T12:34:00.000Z","A","1090"
"12253","21791","2026-07-10T08:34:00.000Z","A","1091"
"12254","21793","2025-09-18T20:05:00.000Z","A","1093"
"12255","21794","2025-11-15T04:06:00.000Z","A","1094"
"12256","21796","2025-09-13T08:29:00.000Z","A","1096"
"12257","21798","2024-12-27T06:17:00.000Z","A","1098"
"12258","21801","2026-08-25T18:30:00.000Z","C","1101"
"12259","21804","2026-05-16T14:31:00.000Z","A","1104"
"12260","21805","2026-07-06T20:00:00.000Z","A","1105"
"12261","21806","2026-03-22T05:27:00.000Z","A","1106"
"12262","21808","2025-01-06T12:45:00.000Z","A","1108"
"12263","21812","2025-08-06T03:30:00.000Z","A","1112"
"12264","21814","2026-06-09T14:41:00.000Z","A","1114"
"12265","21815","2025-01-26T05:57:00.000Z","A","1115"
"12266","21816","2025-06-26T02:25:00.000Z","C","1116"
"12267","21818","2026-04-02T23:56:00.000Z","A","1118"
"12268","21823","2026-11-28T15:54:00.000Z","A","1123"
"12269","21824","2025-06-10T07:18:00.000Z","A","1124"
"12270","21827","2024-02-13T13:59:00.000Z","A","1127"
"12271","21828","2026-03-02T04:14:00.000Z","A","1128"
"12272","21829","2025-10-21T15:18:00.000Z","C","1129"
"12273","21830","2025-05-25T07:25:00.000Z","A","1130"
"12274","21831","2026-01-11T16:17:00.000Z","A","1131"
"12275","21833","2024-12-23T06:53:00.000Z","A","1133"
"12276","21834","2026-03-24T01:49:00.000Z","A","1134"
"12277","21835","2026-04-04T10:12:00.000Z","A","1135"
"12278","21836","2024-05-03T07:23:00.000Z","A","1136"
"12279","21838","2025-08-11T05:30:00.000Z","A","1138"
"12280","21839","2024-03-27T03:41:00.000Z","A","1139"
"12281","21843","2025-09-18T14:32:00.000Z","A","1143"
"12282","21844","2025-11-16T14:47:00.000Z","C","1144"
"12283","21847","2024-09-25T21:16:00.000Z","A","1147"
"12284","21848","2025-11-09T05:51:00.000Z","A","1148"
