"CaseMasterID","CrimeNo","CaseNo","CrimeRegisteredDate","PolicePersonID","PoliceStationID","CaseCategoryID","GravityOffenceID","CrimeMajorHeadID","CrimeMinorHeadID","CaseStatusID","CourtID","IncidentFromDate","IncidentToDate","InfoReceivedPSDate","latitude","longitude","BriefFacts"
"24529","100141404202524529","202524529","2025-05-21","1029","1404","1","2","3","6","1","514","2025-05-21T18:47:00.000Z","2025-05-22T00:47:00.000Z","2025-05-21T19:47:00.000Z","15.4635095","75.6827349","Loan App Fraud reported near Gadag Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"24530","100080808202424530","202424530","2024-09-13","1030","808","1","2","3","6","2","508","2024-09-13T20:10:00.000Z","2024-09-13T23:10:00.000Z","2024-09-13T21:10:00.000Z","13.2956299","77.5222954","Loan App Fraud reported near Chikkaballapura Women PS. Possible Ring Road Burglary Crew pattern. Night-time MO. Evidence and witness inputs available for AI review."
"24531","100141408202424531","202424531","2024-07-02","1031","1408","1","1","5","8","1","514","2024-07-02T16:03:00.000Z","2024-07-02T17:03:00.000Z","2024-07-02T17:03:00.000Z","15.5528759","75.4795542","Harassment reported near Gadag Women PS. Night-time MO. Evidence and witness inputs available for AI review."
"24532","100202003202424532","202424532","2024-07-05","1032","2003","1","1","6","10","1","520","2024-07-05T19:26:00.000Z","2024-07-05T23:26:00.000Z","2024-07-05T20:26:00.000Z","15.5886272","76.2578604","Robbery reported near Koppal North PS. Vehicle KA-25-DU-1059 seen. Night-time MO. Evidence and witness inputs available for AI review."
"24533","100090908202524533","202524533","2025-05-06","1033","908","1","1","6","9","2","509","2025-05-06T16:33:00.000Z","2025-05-06T19:33:00.000Z","2025-05-06T17:33:00.000Z","13.3857304","75.8481379","Assault reported near Chikkamagaluru Women PS. Vehicle KA-10-BZ-1229 seen. Night-time MO. Evidence and witness inputs available for AI review."
"24534","100131303202624534","202624534","2026-07-24","1034","1303","1","1","6","10","1","513","2026-07-24T10:24:00.000Z","2026-07-24T14:24:00.000Z","2026-07-24T11:24:00.000Z","15.4194449","75.2038369","Robbery reported near Dharwad North PS. Evidence and witness inputs available for AI review."
"24535","100010105202524535","202524535","2025-12-23","1035","105","1","2","1","1","2","501","2025-12-23T15:39:00.000Z","2025-12-23T20:39:00.000Z","2025-12-23T16:39:00.000Z","16.3657026","75.6188774","Burglary reported near Bagalkote Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"24536","100030305202624536","202624536","2026-04-03","1036","305","1","2","2","4","1","503","2026-04-03T02:52:00.000Z","2026-04-03T04:52:00.000Z","2026-04-03T03:52:00.000Z","15.9058974","74.2679401","UPI Fraud reported near Belagavi Market PS. Evidence and witness inputs available for AI review."
"24537","100040407202624537","202624537","2026-05-25","1037","407","1","2","2","4","2","504","2026-05-25T08:25:00.000Z","2026-05-25T10:25:00.000Z","2026-05-25T09:25:00.000Z","13.3421948","77.5833713","UPI Fraud reported near Bengaluru Rural Cyber PS. Evidence and witness inputs available for AI review."
"24538","100101008202624538","202624538","2026-01-08","1038","1008","1","2","1","1","1","510","2026-01-08T08:36:00.000Z","2026-01-08T09:36:00.000Z","2026-01-08T09:36:00.000Z","14.0102412","76.1586318","Burglary reported near Chitradurga Women PS. Evidence and witness inputs available for AI review."
"24539","100131302202524539","202524539","2025-12-21","1039","1302","1","1","4","7","1","513","2025-12-21T00:23:00.000Z","2025-12-21T01:23:00.000Z","2025-12-21T01:23:00.000Z","15.5802421","74.8589659","Drug Distribution reported near Dharwad South PS. Possible Ring Road Burglary Crew pattern. Evidence and witness inputs available for AI review."
"24540","100202006202424540","202424540","2024-10-12","1040","2006","1","1","6","10","2","520","2024-10-12T04:14:00.000Z","2024-10-12T10:14:00.000Z","2024-10-12T05:14:00.000Z","15.1609762","76.3117997","Robbery reported near Koppal Traffic PS. Evidence and witness inputs available for AI review."
"24541","100090906202624541","202624541","2026-11-03","1041","906","1","1","4","7","1","509","2026-11-03T12:10:00.000Z","2026-11-03T17:10:00.000Z","2026-11-03T13:10:00.000Z","13.5105536","75.8105265","Drug Distribution reported near Chikkamagaluru Traffic PS. Possible Ring Road Burglary Crew pattern. Vehicle KA-28-PV-1042 seen. Evidence and witness inputs available for AI review."
"24542","100242403202524542","202524542","2025-01-15","1042","2403","1","1","4","7","2","524","2025-01-15T00:41:00.000Z","2025-01-15T01:41:00.000Z","2025-01-15T01:41:00.000Z","12.8715309","77.4785751","Drug Distribution reported near Ramanagara North PS. Evidence and witness inputs available for AI review."
"24543","100262606202624543","202624543","2026-05-31","1043","2606","1","2","2","5","2","526","2026-05-31T21:37:00.000Z","2026-06-01T00:37:00.000Z","2026-05-31T22:37:00.000Z","13.5140408","77.1356608","Investment Scam reported near Tumakuru Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"24544","100252504202424544","202424544","2024-10-01","1044","2504","1","2","1","3","2","525","2024-10-01T09:44:00.000Z","2024-10-01T13:44:00.000Z","2024-10-01T10:44:00.000Z","13.8623012","75.6490367","Chain Snatching reported near Shivamogga Rural PS. Evidence and witness inputs available for AI review."
"24545","100151501202424545","202424545","2024-08-01","1045","1501","1","2","1","3","2","515","2024-08-01T00:15:00.000Z","2024-08-01T04:15:00.000Z","2024-08-01T01:15:00.000Z","12.9805325","76.1196366","Chain Snatching reported near Hassan Central PS. Evidence and witness inputs available for AI review."
"24546","100202002202624546","202624546","2026-07-01","1046","2002","1","2","2","5","1","520","2026-07-01T22:33:00.000Z","2026-07-02T03:33:00.000Z","2026-07-01T23:33:00.000Z","15.4628601","76.0052692","Investment Scam reported near Koppal South PS. Possible Coastal Fraud Cell pattern. Night-time MO. Evidence and witness inputs available for AI review."
"24547","100131307202424547","202424547","2024-06-25","1047","1307","1","2","1","3","1","513","2024-06-25T02:08:00.000Z","2024-06-25T03:08:00.000Z","2024-06-25T03:08:00.000Z","15.2015962","75.2701774","Chain Snatching reported near Dharwad Cyber PS. Evidence and witness inputs available for AI review."
"24548","100141407202524548","202524548","2025-10-05","1048","1407","1","2","1","3","1","514","2025-10-05T04:55:00.000Z","2025-10-05T09:55:00.000Z","2025-10-05T05:55:00.000Z","15.4606915","75.4585158","Chain Snatching reported near Gadag Cyber PS. Evidence and witness inputs available for AI review."
"24549","100101005202624549","202624549","2026-04-15","1049","1005","1","2","1","1","1","510","2026-04-15T14:44:00.000Z","2026-04-15T20:44:00.000Z","2026-04-15T15:44:00.000Z","14.0624572","76.4782522","Burglary reported near Chitradurga Market PS. Possible Coastal Fraud Cell pattern. Night-time MO. Evidence and witness inputs available for AI review."
"24550","100151507202524550","202524550","2025-09-23","1050","1507","1","2","3","6","1","515","2025-09-23T13:57:00.000Z","2025-09-23T19:57:00.000Z","2025-09-23T14:57:00.000Z","12.9672065","76.2569994","Loan App Fraud reported near Hassan Cyber PS. Evidence and witness inputs available for AI review."
"24551","100222202202424551","202424551","2024-12-17","1051","2202","1","2","2","5","1","522","2024-12-17T21:51:00.000Z","2024-12-18T03:51:00.000Z","2024-12-17T22:51:00.000Z","12.5063903","76.6555425","Investment Scam reported near Mysuru South PS. Night-time MO. Evidence and witness inputs available for AI review."
"24552","100141402202424552","202424552","2024-01-18","1052","1402","1","2","1","2","1","514","2024-01-18T20:28:00.000Z","2024-01-18T21:28:00.000Z","2024-01-18T21:28:00.000Z","15.3161573","75.6421341","Vehicle Theft reported near Gadag South PS. Possible Ring Road Burglary Crew pattern. Night-time MO. Evidence and witness inputs available for AI review."
"24553","100121207202524553","202524553","2025-01-20","1053","1207","1","2","3","6","1","512","2025-01-20T07:21:00.000Z","2025-01-20T08:21:00.000Z","2025-01-20T08:21:00.000Z","14.4959312","75.8997210","Loan App Fraud reported near Davanagere Cyber PS. Evidence and witness inputs available for AI review."
"24554","100202003202524554","202524554","2025-05-19","1054","2003","1","2","2","4","1","520","2025-05-19T01:25:00.000Z","2025-05-19T07:25:00.000Z","2025-05-19T02:25:00.000Z","15.5988548","76.3176841","UPI Fraud reported near Koppal North PS. Evidence and witness inputs available for AI review."
"24555","100050503202624555","202624555","2026-02-02","1055","503","1","1","5","8","1","505","2026-02-02T00:48:00.000Z","2026-02-02T03:48:00.000Z","2026-02-02T01:48:00.000Z","12.9117728","77.7442599","Harassment reported near Bengaluru Urban North PS. Evidence and witness inputs available for AI review."
"24556","100262603202524556","202524556","2025-08-14","1056","2603","1","2","2","5","2","526","2025-08-14T23:24:00.000Z","2025-08-15T00:24:00.000Z","2025-08-15T00:24:00.000Z","13.1494084","76.9481745","Investment Scam reported near Tumakuru North PS. Night-time MO. Evidence and witness inputs available for AI review."
"24557","100262604202524557","202524557","2025-06-02","1057","2604","1","2","1","2","2","526","2025-06-02T12:48:00.000Z","2025-06-02T18:48:00.000Z","2025-06-02T13:48:00.000Z","13.5167828","77.0522115","Vehicle Theft reported near Tumakuru Rural PS. Evidence and witness inputs available for AI review."
"24558","100070706202624558","202624558","2026-03-05","1058","706","1","2","1","1","1","507","2026-03-05T23:30:00.000Z","2026-03-06T02:30:00.000Z","2026-03-06T00:30:00.000Z","11.7632615","77.0054981","Burglary reported near Chamarajanagar Traffic PS. Evidence and witness inputs available for AI review."
"24559","100111101202524559","202524559","2025-11-06","1059","1101","1","2","1","2","1","511","2025-11-06T15:10:00.000Z","2025-11-06T17:10:00.000Z","2025-11-06T16:10:00.000Z","12.8897348","74.9524238","Vehicle Theft reported near Dakshina Kannada Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"24560","100282808202624560","202624560","2026-08-06","1060","2808","1","2","2","5","1","528","2026-08-06T23:13:00.000Z","2026-08-07T00:13:00.000Z","2026-08-07T00:13:00.000Z","14.8398847","74.0706253","Investment Scam reported near Uttara Kannada Women PS. Night-time MO. Evidence and witness inputs available for AI review."
"24561","100030301202424561","202424561","2024-11-19","1061","301","1","2","1","2","1","503","2024-11-19T08:47:00.000Z","2024-11-19T12:47:00.000Z","2024-11-19T09:47:00.000Z","15.8678692","74.5922008","Vehicle Theft reported near Belagavi Central PS. Evidence and witness inputs available for AI review."
"24562","100151503202624562","202624562","2026-03-08","1062","1503","1","1","4","7","1","515","2026-03-08T19:13:00.000Z","2026-03-09T01:13:00.000Z","2026-03-08T20:13:00.000Z","12.8131773","75.9974590","Drug Distribution reported near Hassan North PS. Night-time MO. Evidence and witness inputs available for AI review."
"24563","100101006202424563","202424563","2024-08-24","1063","1006","1","2","1","1","1","510","2024-08-24T23:42:00.000Z","2024-08-25T02:42:00.000Z","2024-08-25T00:42:00.000Z","14.2245847","76.6483155","Burglary reported near Chitradurga Traffic PS. Evidence and witness inputs available for AI review."
"24564","100070708202524564","202524564","2025-08-02","1064","708","1","2","2","5","1","507","2025-08-02T12:07:00.000Z","2025-08-02T15:07:00.000Z","2025-08-02T13:07:00.000Z","11.7168401","77.1992793","Investment Scam reported near Chamarajanagar Women PS. Evidence and witness inputs available for AI review."
"24565","100313104202624565","202624565","2026-06-09","1065","3104","1","2","1","1","1","531","2026-06-09T04:23:00.000Z","2026-06-09T05:23:00.000Z","2026-06-09T05:23:00.000Z","15.1403065","76.4215435","Burglary reported near Vijayanagara Rural PS. Evidence and witness inputs available for AI review."
"24566","100060608202524566","202524566","2025-10-15","1066","608","1","1","4","7","1","506","2025-10-15T05:45:00.000Z","2025-10-15T11:45:00.000Z","2025-10-15T06:45:00.000Z","17.7050303","77.7005774","Drug Distribution reported near Bidar Women PS. Vehicle KA-15-TA-1083 seen. Evidence and witness inputs available for AI review."
"24567","100060602202524567","202524567","2025-05-05","1067","602","1","2","2","4","1","506","2025-05-05T01:06:00.000Z","2025-05-05T03:06:00.000Z","2025-05-05T02:06:00.000Z","17.8786804","77.4994666","UPI Fraud reported near Bidar South PS. Evidence and witness inputs available for AI review."
"24568","100080805202524568","202524568","2025-09-06","1068","805","1","1","5","8","1","508","2025-09-06T22:40:00.000Z","2025-09-07T01:40:00.000Z","2025-09-06T23:40:00.000Z","13.6009725","77.7931948","Harassment reported near Chikkaballapura Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"24569","100171708202624569","202624569","2026-02-23","1069","1708","1","2","2","5","1","517","2026-02-23T09:13:00.000Z","2026-02-23T12:13:00.000Z","2026-02-23T10:13:00.000Z","17.1692377","76.9355047","Investment Scam reported near Kalaburagi Women PS. Evidence and witness inputs available for AI review."
"24570","100212103202424570","202424570","2024-08-01","1070","2103","1","1","6","9","1","521","2024-08-01T19:58:00.000Z","2024-08-01T23:58:00.000Z","2024-08-01T20:58:00.000Z","12.6704549","77.0755261","Assault reported near Mandya North PS. Night-time MO. Evidence and witness inputs available for AI review."
"24571","100060605202524571","202524571","2025-12-24","1071","605","1","2","2","4","1","506","2025-12-24T15:41:00.000Z","2025-12-24T19:41:00.000Z","2025-12-24T16:41:00.000Z","17.9973828","77.4523380","UPI Fraud reported near Bidar Market PS. Possible North Belt Narcotics Line pattern. Night-time MO. Evidence and witness inputs available for AI review."
"24572","100222205202424572","202424572","2024-08-14","1072","2205","1","1","6","10","1","522","2024-08-14T06:02:00.000Z","2024-08-14T08:02:00.000Z","2024-08-14T07:02:00.000Z","12.2984648","76.6652429","Robbery reported near Mysuru Market PS. Evidence and witness inputs available for AI review."
"24573","100030307202524573","202524573","2025-09-01","1073","307","1","1","6","9","2","503","2025-09-01T05:51:00.000Z","2025-09-01T11:51:00.000Z","2025-09-01T06:51:00.000Z","16.0870848","74.5551270","Assault reported near Belagavi Cyber PS. Evidence and witness inputs available for AI review."
"24574","100070703202524574","202524574","2025-06-25","1074","703","1","1","4","7","1","507","2025-06-25T10:23:00.000Z","2025-06-25T16:23:00.000Z","2025-06-25T11:23:00.000Z","11.9058189","76.9334492","Drug Distribution reported near Chamarajanagar North PS. Possible Coastal Fraud Cell pattern. Evidence and witness inputs available for AI review."
"24575","100292903202524575","202524575","2025-10-07","1075","2903","1","2","1","1","2","529","2025-10-07T09:57:00.000Z","2025-10-07T11:57:00.000Z","2025-10-07T10:57:00.000Z","16.8763275","75.9144418","Burglary reported near Vijayapura North PS. Evidence and witness inputs available for AI review."
"24576","100181807202524576","202524576","2025-09-12","1076","1807","1","1","6","9","2","518","2025-09-12T23:33:00.000Z","2025-09-13T00:33:00.000Z","2025-09-13T00:33:00.000Z","12.2162034","75.6610458","Assault reported near Kodagu Cyber PS. Vehicle KA-31-HR-1118 seen. Evidence and witness inputs available for AI review."
"24577","100202003202524577","202524577","2025-03-26","1077","2003","1","2","1","2","1","520","2025-03-26T07:04:00.000Z","2025-03-26T12:04:00.000Z","2025-03-26T08:04:00.000Z","15.6070422","76.2669136","Vehicle Theft reported near Koppal North PS. Evidence and witness inputs available for AI review."
"24578","100121207202524578","202524578","2025-12-25","1078","1207","1","2","1","1","1","512","2025-12-25T20:12:00.000Z","2025-12-26T00:12:00.000Z","2025-12-25T21:12:00.000Z","14.4606750","75.9049818","Burglary reported near Davanagere Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"24579","100202008202524579","202524579","2025-11-09","1079","2008","1","1","5","8","1","520","2025-11-09T03:48:00.000Z","2025-11-09T09:48:00.000Z","2025-11-09T04:48:00.000Z","15.2541259","76.2966171","Harassment reported near Koppal Women PS. Evidence and witness inputs available for AI review."
"24580","100030304202424580","202424580","2024-05-05","1080","304","1","1","4","7","1","503","2024-05-05T08:10:00.000Z","2024-05-05T09:10:00.000Z","2024-05-05T09:10:00.000Z","15.9397315","74.7756180","Drug Distribution reported near Belagavi Rural PS. Evidence and witness inputs available for AI review."
"24581","100202008202424581","202424581","2024-05-08","1081","2008","1","2","3","6","1","520","2024-05-08T04:21:00.000Z","2024-05-08T06:21:00.000Z","2024-05-08T05:21:00.000Z","15.2022716","76.2808559","Loan App Fraud reported near Koppal Women PS. Evidence and witness inputs available for AI review."
"24582","100151503202524582","202524582","2025-02-27","1082","1503","1","1","5","8","1","515","2025-02-27T13:02:00.000Z","2025-02-27T15:02:00.000Z","2025-02-27T14:02:00.000Z","12.7552040","75.9885200","Harassment reported near Hassan North PS. Vehicle KA-03-NH-1197 seen. Evidence and witness inputs available for AI review."
"24583","100101004202624583","202624583","2026-12-21","1083","1004","1","2","1","2","1","510","2026-12-21T17:36:00.000Z","2026-12-21T19:36:00.000Z","2026-12-21T18:36:00.000Z","14.2749947","76.2499764","Vehicle Theft reported near Chitradurga Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"24584","100101008202524584","202524584","2025-07-03","1084","1008","1","1","4","7","1","510","2025-07-03T14:24:00.000Z","2025-07-03T15:24:00.000Z","2025-07-03T15:24:00.000Z","13.9977482","76.1348124","Drug Distribution reported near Chitradurga Women PS. Vehicle KA-10-GC-1091 seen. Evidence and witness inputs available for AI review."
"24585","100090902202524585","202524585","2025-08-12","1085","902","1","2","1","2","1","509","2025-08-12T14:30:00.000Z","2025-08-12T16:30:00.000Z","2025-08-12T15:30:00.000Z","13.1173549","75.6090960","Vehicle Theft reported near Chikkamagaluru South PS. Night-time MO. Evidence and witness inputs available for AI review."
"24586","100151502202524586","202524586","2025-03-10","1086","1502","1","2","2","4","1","515","2025-03-10T01:50:00.000Z","2025-03-10T03:50:00.000Z","2025-03-10T02:50:00.000Z","12.8469141","75.9858375","UPI Fraud reported near Hassan South PS. Evidence and witness inputs available for AI review."
"24587","100101005202424587","202424587","2024-08-08","1087","1005","1","1","6","10","1","510","2024-08-08T05:58:00.000Z","2024-08-08T07:58:00.000Z","2024-08-08T06:58:00.000Z","14.0535819","76.4832658","Robbery reported near Chitradurga Market PS. Evidence and witness inputs available for AI review."
"24588","100262604202624588","202624588","2026-04-04","1088","2604","1","1","6","9","1","526","2026-04-04T08:13:00.000Z","2026-04-04T11:13:00.000Z","2026-04-04T09:13:00.000Z","13.5170688","77.0265349","Assault reported near Tumakuru Rural PS. Evidence and witness inputs available for AI review."
"24589","100252502202424589","202424589","2024-09-23","1089","2502","1","2","1","2","1","525","2024-09-23T22:43:00.000Z","2024-09-24T02:43:00.000Z","2024-09-23T23:43:00.000Z","13.7140673","75.7948385","Vehicle Theft reported near Shivamogga South PS. Vehicle KA-06-JS-1220 seen. Night-time MO. Evidence and witness inputs available for AI review."
"24590","100242403202424590","202424590","2024-01-06","1090","2403","1","1","4","7","1","524","2024-01-06T13:17:00.000Z","2024-01-06T14:17:00.000Z","2024-01-06T14:17:00.000Z","12.8614894","77.4401768","Drug Distribution reported near Ramanagara North PS. Evidence and witness inputs available for AI review."
"24591","100303005202524591","202524591","2025-02-03","1091","3005","1","1","5","8","1","530","2025-02-03T22:04:00.000Z","2025-02-04T00:04:00.000Z","2025-02-03T23:04:00.000Z","16.7914013","77.2615170","Harassment reported near Yadgir Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"24592","100282806202524592","202524592","2025-11-05","1092","2806","1","1","6","9","1","528","2025-11-05T05:03:00.000Z","2025-11-05T11:03:00.000Z","2025-11-05T06:03:00.000Z","15.0266531","74.3276834","Assault reported near Uttara Kannada Traffic PS. Evidence and witness inputs available for AI review."
"24593","100181807202624593","202624593","2026-05-22","1093","1807","1","2","2","4","2","518","2026-05-22T07:53:00.000Z","2026-05-22T11:53:00.000Z","2026-05-22T08:53:00.000Z","12.2618372","75.6768624","UPI Fraud reported near Kodagu Cyber PS. Evidence and witness inputs available for AI review."
"24594","100313105202424594","202424594","2024-11-07","1094","3105","1","2","3","6","1","531","2024-11-07T19:25:00.000Z","2024-11-08T01:25:00.000Z","2024-11-07T20:25:00.000Z","15.3089345","76.3108171","Loan App Fraud reported near Vijayanagara Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"24595","100020202202424595","202424595","2024-04-21","1095","202","1","2","1","3","2","502","2024-04-21T23:11:00.000Z","2024-04-22T04:11:00.000Z","2024-04-22T00:11:00.000Z","15.3224324","76.9477883","Chain Snatching reported near Ballari South PS. Night-time MO. Evidence and witness inputs available for AI review."
"24596","100282805202524596","202524596","2025-10-12","1096","2805","1","2","1","1","1","528","2025-10-12T09:38:00.000Z","2025-10-12T14:38:00.000Z","2025-10-12T10:38:00.000Z","14.8940418","74.3064603","Burglary reported near Uttara Kannada Market PS. Evidence and witness inputs available for AI review."
"24597","100111107202524597","202524597","2025-01-16","1097","1107","1","2","1","1","1","511","2025-01-16T04:30:00.000Z","2025-01-16T09:30:00.000Z","2025-01-16T05:30:00.000Z","12.6820952","74.8707318","Burglary reported near Dakshina Kannada Cyber PS. Possible NH-167 Network pattern. Evidence and witness inputs available for AI review."
"24598","100191902202624598","202624598","2026-10-26","1098","1902","1","2","2","5","1","519","2026-10-26T02:42:00.000Z","2026-10-26T04:42:00.000Z","2026-10-26T03:42:00.000Z","13.0562737","77.9701237","Investment Scam reported near Kolar South PS. Evidence and witness inputs available for AI review."
"24599","100171701202524599","202524599","2025-03-13","1099","1701","1","2","1","3","2","517","2025-03-13T09:14:00.000Z","2025-03-13T13:14:00.000Z","2025-03-13T10:14:00.000Z","17.1770692","76.8512525","Chain Snatching reported near Kalaburagi Central PS. Evidence and witness inputs available for AI review."
"24600","100212105202624600","202624600","2026-04-15","1100","2105","1","2","1","1","2","521","2026-04-15T14:22:00.000Z","2026-04-15T15:22:00.000Z","2026-04-15T15:22:00.000Z","12.4265049","76.9131536","Burglary reported near Mandya Market PS. Vehicle KA-25-QT-1035 seen. Evidence and witness inputs available for AI review."
"24601","100272708202424601","202424601","2024-07-25","1101","2708","1","1","6","9","2","527","2024-07-25T10:25:00.000Z","2024-07-25T11:25:00.000Z","2024-07-25T11:25:00.000Z","13.6052060","74.6346556","Assault reported near Udupi Women PS. Possible NH-167 Network pattern. Vehicle KA-23-WP-1088 seen. Evidence and witness inputs available for AI review."
"24602","100030306202624602","202624602","2026-10-11","1102","306","1","2","3","6","2","503","2026-10-11T00:34:00.000Z","2026-10-11T01:34:00.000Z","2026-10-11T01:34:00.000Z","15.6230417","74.3098525","Loan App Fraud reported near Belagavi Traffic PS. Evidence and witness inputs available for AI review."
"24603","100090901202524603","202524603","2025-05-19","1103","901","1","2","1","2","2","509","2025-05-19T12:48:00.000Z","2025-05-19T18:48:00.000Z","2025-05-19T13:48:00.000Z","13.4886002","75.9302300","Vehicle Theft reported near Chikkamagaluru Central PS. Evidence and witness inputs available for AI review."
"24604","100060601202624604","202624604","2026-08-03","1104","601","1","1","5","8","1","506","2026-08-03T11:01:00.000Z","2026-08-03T15:01:00.000Z","2026-08-03T12:01:00.000Z","17.8312058","77.6252458","Harassment reported near Bidar Central PS. Possible Ring Road Burglary Crew pattern. Evidence and witness inputs available for AI review."
"24605","100252506202624605","202624605","2026-04-09","1105","2506","1","2","3","6","1","525","2026-04-09T23:30:00.000Z","2026-04-10T04:30:00.000Z","2026-04-10T00:30:00.000Z","13.7713864","75.5240455","Loan App Fraud reported near Shivamogga Traffic PS. Vehicle KA-05-QX-1066 seen. Evidence and witness inputs available for AI review."
"24606","100292908202624606","202624606","2026-10-01","1106","2908","1","2","1","1","1","529","2026-10-01T07:21:00.000Z","2026-10-01T08:21:00.000Z","2026-10-01T08:21:00.000Z","16.9810471","75.8814996","Burglary reported near Vijayapura Women PS. Evidence and witness inputs available for AI review."
"24607","100080805202624607","202624607","2026-12-01","1107","805","1","1","6","10","1","508","2026-12-01T10:12:00.000Z","2026-12-01T14:12:00.000Z","2026-12-01T11:12:00.000Z","13.5765161","77.7135958","Robbery reported near Chikkaballapura Market PS. Evidence and witness inputs available for AI review."
"24608","100252505202424608","202424608","2024-10-26","1108","2505","1","1","6","10","1","525","2024-10-26T17:38:00.000Z","2024-10-26T18:38:00.000Z","2024-10-26T18:38:00.000Z","13.7021071","75.7360857","Robbery reported near Shivamogga Market PS. Vehicle KA-19-AW-1146 seen. Night-time MO. Evidence and witness inputs available for AI review."
"24609","100202004202624609","202624609","2026-06-07","1109","2004","1","2","1","3","1","520","2026-06-07T08:01:00.000Z","2026-06-07T10:01:00.000Z","2026-06-07T09:01:00.000Z","15.2565124","75.9604312","Chain Snatching reported near Koppal Rural PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"24610","100121206202524610","202524610","2025-12-25","1110","1206","1","2","2","5","2","512","2025-12-25T20:22:00.000Z","2025-12-25T22:22:00.000Z","2025-12-25T21:22:00.000Z","14.4068222","75.8459753","Investment Scam reported near Davanagere Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"24611","100161606202424611","202424611","2024-04-14","1111","1606","1","2","2","4","2","516","2024-04-14T16:55:00.000Z","2024-04-14T20:55:00.000Z","2024-04-14T17:55:00.000Z","14.7650776","75.4817538","UPI Fraud reported near Haveri Traffic PS. Vehicle KA-03-XP-1251 seen. Night-time MO. Evidence and witness inputs available for AI review."
"24612","100111101202624612","202624612","2026-01-08","1112","1101","1","2","1","1","1","511","2026-01-08T18:34:00.000Z","2026-01-08T19:34:00.000Z","2026-01-08T19:34:00.000Z","12.8909013","74.8949263","Burglary reported near Dakshina Kannada Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"24613","100313104202524613","202524613","2025-05-06","1113","3104","1","2","1","1","1","531","2025-05-06T06:53:00.000Z","2025-05-06T11:53:00.000Z","2025-05-06T07:53:00.000Z","15.1269073","76.4056251","Burglary reported near Vijayanagara Rural PS. Evidence and witness inputs available for AI review."
"24614","100010107202424614","202424614","2024-01-05","1114","107","1","2","1","2","1","501","2024-01-05T07:38:00.000Z","2024-01-05T13:38:00.000Z","2024-01-05T08:38:00.000Z","16.2049707","75.5088178","Vehicle Theft reported near Bagalkote Cyber PS. Evidence and witness inputs available for AI review."
"24615","100101004202424615","202424615","2024-01-22","1115","1004","1","2","2","4","2","510","2024-01-22T13:01:00.000Z","2024-01-22T18:01:00.000Z","2024-01-22T14:01:00.000Z","14.2496862","76.2174954","UPI Fraud reported near Chitradurga Rural PS. Vehicle KA-26-QU-1120 seen. Evidence and witness inputs available for AI review."
"24616","100020205202424616","202424616","2024-12-27","1116","205","1","1","4","7","2","502","2024-12-27T05:23:00.000Z","2024-12-27T09:23:00.000Z","2024-12-27T06:23:00.000Z","15.1622234","76.8450024","Drug Distribution reported near Ballari Market PS. Evidence and witness inputs available for AI review."
"24617","100070704202624617","202624617","2026-10-02","1117","704","1","2","1","2","1","507","2026-10-02T19:10:00.000Z","2026-10-03T00:10:00.000Z","2026-10-02T20:10:00.000Z","11.7232980","76.9835780","Vehicle Theft reported near Chamarajanagar Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"24618","100282807202524618","202524618","2025-06-01","1118","2807","1","2","1","2","2","528","2025-06-01T21:36:00.000Z","2025-06-02T01:36:00.000Z","2025-06-01T22:36:00.000Z","14.6822253","73.9054720","Vehicle Theft reported near Uttara Kannada Cyber PS. Possible NH-167 Network pattern. Vehicle KA-31-UF-1224 seen. Night-time MO. Evidence and witness inputs available for AI review."
"24619","100141405202524619","202524619","2025-04-14","1119","1405","1","1","5","8","1","514","2025-04-14T11:06:00.000Z","2025-04-14T14:06:00.000Z","2025-04-14T12:06:00.000Z","15.2378042","75.5112889","Harassment reported near Gadag Market PS. Possible Ring Road Burglary Crew pattern. Evidence and witness inputs available for AI review."
"24620","100171704202424620","202424620","2024-02-27","1120","1704","1","2","1","2","2","517","2024-02-27T05:37:00.000Z","2024-02-27T06:37:00.000Z","2024-02-27T06:37:00.000Z","17.1939905","77.0505123","Vehicle Theft reported near Kalaburagi Rural PS. Evidence and witness inputs available for AI review."
"24621","100050507202624621","202624621","2026-11-13","1121","507","1","2","2","4","1","505","2026-11-13T13:04:00.000Z","2026-11-13T17:04:00.000Z","2026-11-13T14:04:00.000Z","13.1757355","77.7493822","UPI Fraud reported near Bengaluru Urban Cyber PS. Evidence and witness inputs available for AI review."
